long,lat,group,order,region,subregion
-75.338226318359375,37.84959411621094,2,104,virginia,chincoteague
-75.36113739013672,37.84959411621094,2,105,virginia,chincoteague
-75.36686706542969,37.86677932739258,2,106,virginia,chincoteague
-75.36686706542969,37.90115737915039,2,107,virginia,chincoteague
-75.36113739013672,37.929805755615234,2,108,virginia,chincoteague
-75.34967803955078,37.94699478149414,2,109,virginia,chincoteague
-75.31529998779297,37.98710250854492,2,110,virginia,chincoteague
-75.292388916015625,38.00428771972656,2,111,virginia,chincoteague
-75.27519226074219,38.03866958618164,2,112,virginia,chincoteague
-77.71599578857422,39.327823638916016,3,114,virginia,main
-77.687347412109375,39.32209396362305,3,115,virginia,main
-77.641510009765625,39.31063461303711,3,116,virginia,main
-77.61286163330078,39.31063461303711,3,117,virginia,main
-77.5555648803711,39.2762565612793,3,118,virginia,main
-77.53264617919922,39.27052688598633,3,119,virginia,main
-77.4982681274414,39.25333786010742,3,120,virginia,main
-77.47535705566406,39.24760818481445,3,121,virginia,main
-77.4638900756836,39.23041915893555,3,122,virginia,main
-77.4696273803711,39.21895980834961,3,123,virginia,main
-77.503997802734375,39.196041107177734,3,124,virginia,main
-77.53264617919922,39.173126220703125,3,125,virginia,main
-77.54410552978516,39.15593338012695,3,126,virginia,main
-77.54410552978516,39.13874435424805,3,127,virginia,main
-77.52119445800781,39.11582565307617,3,128,virginia,main
-77.48108673095703,39.0929069519043,3,129,virginia,main
-77.42951965332031,39.06426239013672,3,130,virginia,main
-77.34930419921875,39.05853271484375,3,131,virginia,main
-77.2862777709961,39.035614013671875,3,132,virginia,main
-77.26335906982422,39.00123596191406,3,133,virginia,main
-77.25189971923828,38.98405075073242,3,134,virginia,main
-77.22325134277344,38.97258758544922,3,135,virginia,main
-77.18314361572266,38.966861724853516,3,136,virginia,main
-77.1373062133789,38.94394302368164,3,137,virginia,main
-77.097198486328125,38.90956115722656,3,138,virginia,main
-77.07427978515625,38.88664245605469,3,139,virginia,main
-77.06282806396484,38.86372756958008,3,140,virginia,main
-77.051361083984375,38.829349517822266,3,141,virginia,main
-77.051361083984375,38.80643081665039,3,142,virginia,main
-77.06282806396484,38.77778244018555,3,143,virginia,main
-77.05709075927734,38.73767852783203,3,144,virginia,main
-77.05709075927734,38.720489501953125,3,145,virginia,main
-77.08000946044922,38.70329666137695,3,146,virginia,main
-77.09146881103516,38.69757080078125,3,147,virginia,main
-77.1373062133789,38.680381774902344,3,148,virginia,main
-77.14876556396484,38.668922424316406,3,149,virginia,main
-77.15450286865234,38.6402702331543,3,150,virginia,main
-77.17741394042969,38.623085021972656,3,151,virginia,main
-77.2289810180664,38.60589599609375,3,152,virginia,main
-77.24617004394531,38.60016632080078,3,153,virginia,main
-77.26335906982422,38.582977294921875,3,154,virginia,main
-77.2805404663086,38.542869567871094,3,155,virginia,main
-77.29200744628906,38.53141403198242,3,156,virginia,main
-77.31492614746094,38.50276184082031,3,157,virginia,main
-77.32637786865234,38.474117279052734,3,158,virginia,main
-77.32637786865234,38.428279876708984,3,159,virginia,main
-77.32637786865234,38.40536117553711,3,160,virginia,main
-77.31492614746094,38.37098693847656,3,161,virginia,main
-77.2862777709961,38.34233474731445,3,162,virginia,main
-77.26908874511719,38.32514953613281,3,163,virginia,main
-77.25189971923828,38.32514953613281,3,164,virginia,main
-77.22325134277344,38.33087921142578,3,165,virginia,main
-77.14876556396484,38.35952377319336,3,166,virginia,main
-77.11439514160156,38.35952377319336,3,167,virginia,main
-77.07427978515625,38.382442474365234,3,168,virginia,main
-77.05709075927734,38.3881721496582,3,169,virginia,main
-77.03417205810547,38.37098693847656,3,170,virginia,main
-77.02845001220703,38.34233474731445,3,171,virginia,main
-77.051361083984375,38.31368637084961,3,172,virginia,main
-77.03990173339844,38.307960510253906,3,173,virginia,main
-77.03417205810547,38.2964973449707,3,174,virginia,main
-77.0169906616211,38.27357864379883,3,175,virginia,main
-76.98261260986328,38.25639343261719,3,176,virginia,main
-76.959686279296875,38.23920440673828,3,177,virginia,main
-76.96541595458984,38.21055603027344,3,178,virginia,main
-76.9539566040039,38.1990966796875,3,179,virginia,main
-76.93677520751953,38.19336700439453,3,180,virginia,main
-76.89666748046875,38.176177978515625,3,181,virginia,main
-76.85655975341797,38.15898895263672,3,182,virginia,main
-76.81645202636719,38.15325927734375,3,183,virginia,main
-76.78780364990234,38.14179992675781,3,184,virginia,main
-76.75342559814453,38.130340576171875,3,185,virginia,main
-76.741973876953125,38.11888122558594,3,186,virginia,main
-76.71904754638672,38.11888122558594,3,187,virginia,main
-76.71331787109375,38.14179992675781,3,188,virginia,main
-76.690399169921875,38.14179992675781,3,189,virginia,main
-76.690399169921875,38.130340576171875,3,190,virginia,main
-76.67893981933594,38.11888122558594,3,191,virginia,main
-76.66175842285156,38.107421875,3,192,virginia,main
-76.650299072265625,38.1016960144043,3,193,virginia,main
-76.63883209228516,38.12461471557617,3,194,virginia,main
-76.62737274169922,38.12461471557617,3,195,virginia,main
-76.61592102050781,38.11315155029297,3,196,virginia,main
-76.598724365234375,38.084503173828125,3,197,virginia,main
-76.5643539428711,38.06731414794922,3,198,virginia,main
-76.552886962890625,38.044395446777344,3,199,virginia,main
-76.552886962890625,38.021480560302734,3,200,virginia,main
-76.54142761230469,38.015750885009766,3,201,virginia,main
-76.507049560546875,38.0100212097168,3,202,virginia,main
-76.5013198852539,37.98136901855469,3,203,virginia,main
-76.4898681640625,37.969913482666016,3,204,virginia,main
-76.44403076171875,37.99283218383789,3,205,virginia,main
-76.38673400878906,37.95845413208008,3,206,virginia,main
-76.35808563232422,37.94126510620117,3,207,virginia,main
-76.31224822998047,37.924076080322266,3,208,virginia,main
-76.26068115234375,37.91261672973633,3,209,virginia,main
-76.243499755859375,37.90115737915039,3,210,virginia,main
-76.237762451171875,37.878238677978516,3,211,virginia,main
-76.237762451171875,37.84959411621094,3,212,virginia,main
-76.24922943115234,37.83240509033203,3,213,virginia,main
-76.26068115234375,37.82667541503906,3,214,virginia,main
-76.27214050292969,37.83240509033203,3,215,virginia,main
-76.3065185546875,37.83240509033203,3,216,virginia,main
-76.329437255859375,37.84959411621094,3,217,virginia,main
-76.34089660644531,37.84959411621094,3,218,virginia,main
-76.34662628173828,37.838130950927734,3,219,virginia,main
-76.329437255859375,37.815216064453125,3,220,virginia,main
-76.33516693115234,37.79229736328125,3,221,virginia,main
-76.329437255859375,37.78656768798828,3,222,virginia,main
-76.31797790527344,37.775108337402344,3,223,virginia,main
-76.31224822998047,37.75791931152344,3,224,virginia,main
-76.31797790527344,37.75218963623047,3,225,virginia,main
-76.329437255859375,37.73500061035156,3,226,virginia,main
-76.329437255859375,37.71208190917969,3,227,virginia,main
-76.35235595703125,37.69489288330078,3,228,virginia,main
-76.35235595703125,37.68916320800781,3,229,virginia,main
-76.34662628173828,37.67197799682617,3,230,virginia,main
-76.33516693115234,37.6490592956543,3,231,virginia,main
-76.33516693115234,37.631866455078125,3,232,virginia,main
-76.34662628173828,37.62040710449219,3,233,virginia,main
-76.36381530761719,37.62040710449219,3,234,virginia,main
-76.398193359375,37.631866455078125,3,235,virginia,main
-76.43830108642578,37.64332580566406,3,236,virginia,main
-76.461212158203125,37.67197799682617,3,237,virginia,main
-76.47840881347656,37.67197799682617,3,238,virginia,main
-76.4898681640625,37.66051483154297,3,239,virginia,main
-76.507049560546875,37.65478515625,3,240,virginia,main
-76.51851654052734,37.66051483154297,3,241,virginia,main
-76.52997589111328,37.69489288330078,3,242,virginia,main
-76.54715728759766,37.729270935058594,3,243,virginia,main
-76.5643539428711,37.73500061035156,3,244,virginia,main
-76.598724365234375,37.75791931152344,3,245,virginia,main
-76.61592102050781,37.775108337402344,3,246,virginia,main
-76.63883209228516,37.79229736328125,3,247,virginia,main
-76.6846694946289,37.809486389160156,3,248,virginia,main
-76.70758819580078,37.82667541503906,3,249,virginia,main
-76.72477722167969,37.84959411621094,3,250,virginia,main
-76.741973876953125,37.883968353271484,3,251,virginia,main
-76.78780364990234,37.90115737915039,3,252,virginia,main
-76.81645202636719,37.924076080322266,3,253,virginia,main
-76.8336410522461,37.94126510620117,3,254,virginia,main
-76.85655975341797,37.96418380737305,3,255,virginia,main
-76.90812683105469,38.02720642089844,3,256,virginia,main
-76.93677520751953,38.02720642089844,3,257,virginia,main
-76.9425048828125,38.02720642089844,3,258,virginia,main
-76.9425048828125,38.015750885009766,3,259,virginia,main
-76.93104553222656,37.99283218383789,3,260,virginia,main
-76.87947845458984,37.9355354309082,3,261,virginia,main
-76.85655975341797,37.90688705444336,3,262,virginia,main
-76.8279037475586,37.89543151855469,3,263,virginia,main
-76.81072235107422,37.883968353271484,3,264,virginia,main
-76.78780364990234,37.84959411621094,3,265,virginia,main
-76.77061462402344,37.82094192504883,3,266,virginia,main
-76.74769592285156,37.809486389160156,3,267,virginia,main
-76.72477722167969,37.80375671386719,3,268,virginia,main
-76.71331787109375,37.78656768798828,3,269,virginia,main
-76.696136474609375,37.75791931152344,3,270,virginia,main
-76.66175842285156,37.73500061035156,3,271,virginia,main
-76.61592102050781,37.717811584472656,3,272,virginia,main
-76.598724365234375,37.70062255859375,3,273,virginia,main
-76.58726501464844,37.67197799682617,3,274,virginia,main
-76.58726501464844,37.64332580566406,3,275,virginia,main
-76.57581329345703,37.62040710449219,3,276,virginia,main
-76.558624267578125,37.608951568603516,3,277,virginia,main
-76.53570556640625,37.59748840332031,3,278,virginia,main
-76.4898681640625,37.60322189331055,3,279,virginia,main
-76.461212158203125,37.60322189331055,3,280,virginia,main
-76.43830108642578,37.59748840332031,3,281,virginia,main
-76.40392303466797,37.57456970214844,3,282,virginia,main
-76.38673400878906,37.563114166259766,3,283,virginia,main
-76.34089660644531,37.563114166259766,3,284,virginia,main
-76.3237075805664,37.563114166259766,3,285,virginia,main
-76.3065185546875,37.5573844909668,3,286,virginia,main
-76.31224822998047,37.54019546508789,3,287,virginia,main
-76.31797790527344,37.52873229980469,3,288,virginia,main
-76.33516693115234,37.52873229980469,3,289,virginia,main
-76.375274658203125,37.52873229980469,3,290,virginia,main
-76.42684173583984,37.53446578979492,3,291,virginia,main
-76.44976043701172,37.53446578979492,3,292,virginia,main
-76.466949462890625,37.523006439208984,3,293,virginia,main
-76.461212158203125,37.50581741333008,3,294,virginia,main
-76.44403076171875,37.50008773803711,3,295,virginia,main
-76.415374755859375,37.50581741333008,3,296,virginia,main
-76.38673400878906,37.50008773803711,3,297,virginia,main
-76.35235595703125,37.48862838745117,3,298,virginia,main
-76.3237075805664,37.471439361572266,3,299,virginia,main
-76.31224822998047,37.45998001098633,3,300,virginia,main
-76.3065185546875,37.44279479980469,3,301,virginia,main
-76.27214050292969,37.44279479980469,3,302,virginia,main
-76.26068115234375,37.43706130981445,3,303,virginia,main
-76.25495147705078,37.40841293334961,3,304,virginia,main
-76.24922943115234,37.3912239074707,3,305,virginia,main
-76.25495147705078,37.37976837158203,3,306,virginia,main
-76.27214050292969,37.36830520629883,3,307,virginia,main
-76.27787017822266,37.35111999511719,3,308,virginia,main
-76.27787017822266,37.33393096923828,3,309,virginia,main
-76.27214050292969,37.316741943359375,3,310,virginia,main
-76.289337158203125,37.316741943359375,3,311,virginia,main
-76.30078887939453,37.33393096923828,3,312,virginia,main
-76.3237075805664,37.35111999511719,3,313,virginia,main
-76.3237075805664,37.37403869628906,3,314,virginia,main
-76.33516693115234,37.385494232177734,3,315,virginia,main
-76.34662628173828,37.385494232177734,3,316,virginia,main
-76.36381530761719,37.37403869628906,3,317,virginia,main
-76.38673400878906,37.3912239074707,3,318,virginia,main
-76.398193359375,37.41414260864258,3,319,virginia,main
-76.42684173583984,37.41414260864258,3,320,virginia,main
-76.43830108642578,37.40841293334961,3,321,virginia,main
-76.43257141113281,37.385494232177734,3,322,virginia,main
-76.461212158203125,37.37976837158203,3,323,virginia,main
-76.466949462890625,37.37403869628906,3,324,virginia,main
-76.466949462890625,37.362579345703125,3,325,virginia,main
-76.45549011230469,37.356849670410156,3,326,virginia,main
-76.43830108642578,37.35111999511719,3,327,virginia,main
-76.43257141113281,37.33393096923828,3,328,virginia,main
-76.43830108642578,37.32820129394531,3,329,virginia,main
-76.466949462890625,37.316741943359375,3,330,virginia,main
-76.4726791381836,37.311012268066406,3,331,virginia,main
-76.466949462890625,37.2938232421875,3,332,virginia,main
-76.44976043701172,37.28809356689453,3,333,virginia,main
-76.398193359375,37.29955291748047,3,334,virginia,main
-76.39246368408203,37.2938232421875,3,335,virginia,main
-76.3810043334961,37.2938232421875,3,336,virginia,main
-76.375274658203125,37.276634216308594,3,337,virginia,main
-76.3810043334961,37.25944519042969,3,338,virginia,main
-76.398193359375,37.24798583984375,3,339,virginia,main
-76.43257141113281,37.25371551513672,3,340,virginia,main
-76.461212158203125,37.25371551513672,3,341,virginia,main
-76.48413848876953,37.25371551513672,3,342,virginia,main
-76.51851654052734,37.270904541015625,3,343,virginia,main
-76.54715728759766,37.28809356689453,3,344,virginia,main
-76.57008361816406,37.316741943359375,3,345,virginia,main
-76.650299072265625,37.385494232177734,3,346,virginia,main
-76.690399169921875,37.41987609863281,3,347,virginia,main
-76.70758819580078,37.44279479980469,3,348,virginia,main
-76.72477722167969,37.46571350097656,3,349,virginia,main
-76.7763442993164,37.517276763916016,3,350,virginia,main
-76.79353332519531,37.523006439208984,3,351,virginia,main
-76.81072235107422,37.523006439208984,3,352,virginia,main
-76.81645202636719,37.50581741333008,3,353,virginia,main
-76.81645202636719,37.49435806274414,3,354,virginia,main
-76.79926300048828,37.477169036865234,3,355,virginia,main
-76.782073974609375,37.46571350097656,3,356,virginia,main
-76.77061462402344,37.43706130981445,3,357,virginia,main
-76.74769592285156,37.41987609863281,3,358,virginia,main
-76.72477722167969,37.402687072753906,3,359,virginia,main
-76.690399169921875,37.356849670410156,3,360,virginia,main
-76.66748046875,37.33393096923828,3,361,virginia,main
-76.604461669921875,37.276634216308594,3,362,virginia,main
-76.57581329345703,37.25944519042969,3,363,virginia,main
-76.53570556640625,37.230796813964844,3,364,virginia,main
-76.49559783935547,37.21360778808594,3,365,virginia,main
-76.461212158203125,37.20787811279297,3,366,virginia,main
-76.43830108642578,37.20787811279297,3,367,virginia,main
-76.42684173583984,37.2021484375,3,368,virginia,main
-76.421112060546875,37.1964225769043,3,369,virginia,main
-76.415374755859375,37.17350387573242,3,370,virginia,main
-76.398193359375,37.156314849853516,3,371,virginia,main
-76.39246368408203,37.15058517456055,3,372,virginia,main
-76.3810043334961,37.156314849853516,3,373,virginia,main
-76.36381530761719,37.156314849853516,3,374,virginia,main
-76.34662628173828,37.156314849853516,3,375,virginia,main
-76.3237075805664,37.15058517456055,3,376,virginia,main
-76.3237075805664,37.13339614868164,3,377,virginia,main
-76.3237075805664,37.12193298339844,3,378,virginia,main
-76.34662628173828,37.09901428222656,3,379,virginia,main
-76.34089660644531,37.09901428222656,3,380,virginia,main
-76.34089660644531,37.08755874633789,3,381,virginia,main
-76.3237075805664,37.08755874633789,3,382,virginia,main
-76.3065185546875,37.09328842163086,3,383,virginia,main
-76.289337158203125,37.09328842163086,3,384,virginia,main
-76.283599853515625,37.08755874633789,3,385,virginia,main
-76.27214050292969,37.07609558105469,3,386,virginia,main
-76.26641082763672,37.05891036987305,3,387,virginia,main
-76.27214050292969,37.04172134399414,3,388,virginia,main
-76.283599853515625,37.024532318115234,3,389,virginia,main
-76.283599853515625,37.01307678222656,3,390,virginia,main
-76.30078887939453,37.01307678222656,3,391,virginia,main
-76.34089660644531,37.01307678222656,3,392,virginia,main
-76.35808563232422,37.00161361694336,3,393,virginia,main
-76.398193359375,36.98442459106445,3,394,virginia,main
-76.415374755859375,36.978694915771484,3,395,virginia,main
-76.42684173583984,36.972965240478516,3,396,virginia,main
-76.466949462890625,37.024532318115234,3,397,virginia,main
-76.48413848876953,37.04172134399414,3,398,virginia,main
-76.5013198852539,37.04172134399414,3,399,virginia,main
-76.51851654052734,37.05318069458008,3,400,virginia,main
-76.54715728759766,37.09328842163086,3,401,virginia,main
-76.58153533935547,37.08755874633789,3,402,virginia,main
-76.62164306640625,37.116207122802734,3,403,virginia,main
-76.604461669921875,37.14485168457031,3,404,virginia,main
-76.604461669921875,37.156314849853516,3,405,virginia,main
-76.61019134521484,37.17350387573242,3,406,virginia,main
-76.61592102050781,37.19068908691406,3,407,virginia,main
-76.63310241699219,37.20787811279297,3,408,virginia,main
-76.66748046875,37.21360778808594,3,409,virginia,main
-76.696136474609375,37.21934127807617,3,410,virginia,main
-76.71331787109375,37.21360778808594,3,411,virginia,main
-76.741973876953125,37.20787811279297,3,412,virginia,main
-76.782073974609375,37.21934127807617,3,413,virginia,main
-76.79926300048828,37.230796813964844,3,414,virginia,main
-76.82218170166016,37.23652648925781,3,415,virginia,main
-76.83937072753906,37.23652648925781,3,416,virginia,main
-76.85655975341797,37.23652648925781,3,417,virginia,main
-76.86228942871094,37.24798583984375,3,418,virginia,main
-76.86228942871094,37.28809356689453,3,419,virginia,main
-76.86228942871094,37.30528259277344,3,420,virginia,main
-76.88520812988281,37.30528259277344,3,421,virginia,main
-76.89666748046875,37.29955291748047,3,422,virginia,main
-76.89666748046875,37.276634216308594,3,423,virginia,main
-76.90812683105469,37.25371551513672,3,424,virginia,main
-76.913848876953125,37.24798583984375,3,425,virginia,main
-76.94823455810547,37.24798583984375,3,426,virginia,main
-76.97688293457031,37.25371551513672,3,427,virginia,main
-76.98261260986328,37.23652648925781,3,428,virginia,main
-76.97688293457031,37.225067138671875,3,429,virginia,main
-76.96541595458984,37.21934127807617,3,430,virginia,main
-76.93104553222656,37.21360778808594,3,431,virginia,main
-76.90812683105469,37.1964225769043,3,432,virginia,main
-76.88520812988281,37.19068908691406,3,433,virginia,main
-76.86228942871094,37.19068908691406,3,434,virginia,main
-76.8279037475586,37.1964225769043,3,435,virginia,main
-76.79926300048828,37.1964225769043,3,436,virginia,main
-76.7763442993164,37.16777038574219,3,437,virginia,main
-76.76488494873047,37.156314849853516,3,438,virginia,main
-76.74769592285156,37.15058517456055,3,439,virginia,main
-76.71904754638672,37.15058517456055,3,440,virginia,main
-76.70186614990234,37.16777038574219,3,441,virginia,main
-76.6846694946289,37.156314849853516,3,442,virginia,main
-76.67893981933594,37.15058517456055,3,443,virginia,main
-76.67321014404297,37.12193298339844,3,444,virginia,main
-76.66748046875,37.09901428222656,3,445,virginia,main
-76.67321014404297,37.064640045166016,3,446,virginia,main
-76.67321014404297,37.04172134399414,3,447,virginia,main
-76.650299072265625,37.0302619934082,3,448,virginia,main
-76.63310241699219,37.018802642822266,3,449,virginia,main
-76.598724365234375,37.018802642822266,3,450,virginia,main
-76.5929946899414,36.99588394165039,3,451,virginia,main
-76.5929946899414,36.98442459106445,3,452,virginia,main
-76.58153533935547,36.98442459106445,3,453,virginia,main
-76.54142761230469,36.98442459106445,3,454,virginia,main
-76.51851654052734,36.96150588989258,3,455,virginia,main
-76.49559783935547,36.95577621459961,3,456,virginia,main
-76.48413848876953,36.950050354003906,3,457,virginia,main
-76.48413848876953,36.9385871887207,3,458,virginia,main
-76.48413848876953,36.909942626953125,3,459,virginia,main
-76.48413848876953,36.88702392578125,3,460,virginia,main
-76.47840881347656,36.86983108520508,3,461,virginia,main
-76.45549011230469,36.89274978637695,3,462,virginia,main
-76.42684173583984,36.89848327636719,3,463,virginia,main
-76.415374755859375,36.89848327636719,3,464,virginia,main
-76.3237075805664,36.88702392578125,3,465,virginia,main
-76.3065185546875,36.904212951660156,3,466,virginia,main
-76.31797790527344,36.92713165283203,3,467,virginia,main
-76.31797790527344,36.9385871887207,3,468,virginia,main
-76.30078887939453,36.95577621459961,3,469,virginia,main
-76.283599853515625,36.96150588989258,3,470,virginia,main
-76.26068115234375,36.950050354003906,3,471,virginia,main
-76.2320327758789,36.94432067871094,3,472,virginia,main
-76.2033920288086,36.92713165283203,3,473,virginia,main
-76.17473602294922,36.92140197753906,3,474,virginia,main
-76.15755462646484,36.92140197753906,3,475,virginia,main
-76.13462829589844,36.91566848754883,3,476,virginia,main
-76.105987548828125,36.89848327636719,3,477,virginia,main
-76.08879089355469,36.89274978637695,3,478,virginia,main
-76.07160949707031,36.904212951660156,3,479,virginia,main
-76.04296112060547,36.91566848754883,3,480,virginia,main
-76.02577209472656,36.92140197753906,3,481,virginia,main
-76.008575439453125,36.91566848754883,3,482,virginia,main
-75.99139404296875,36.904212951660156,3,483,virginia,main
-75.98566436767578,36.89274978637695,3,484,virginia,main
-75.97420501708984,36.86983108520508,3,485,virginia,main
-75.95701599121094,36.82972717285156,3,486,virginia,main
-75.93409729003906,36.75524139404297,3,487,virginia,main
-75.9283676147461,36.726593017578125,3,488,virginia,main
-75.89398956298828,36.66929626464844,3,489,virginia,main
-75.86534118652344,36.59481430053711,3,490,virginia,main
-75.85961151123047,36.55470657348633,3,491,virginia,main
-75.89398956298828,36.55470657348633,3,492,virginia,main
-75.88825988769531,36.5776252746582,3,493,virginia,main
-75.89398956298828,36.60627365112305,3,494,virginia,main
-75.90544891357422,36.62345886230469,3,495,virginia,main
-75.9283676147461,36.64065170288086,3,496,virginia,main
-75.95701599121094,36.6521110534668,3,497,virginia,main
-75.97420501708984,36.64065170288086,3,498,virginia,main
-75.98566436767578,36.62919235229492,3,499,virginia,main
-75.97993469238281,36.58335494995117,3,500,virginia,main
-75.968475341796875,36.566165924072266,3,501,virginia,main
-75.962738037109375,36.55470657348633,3,502,virginia,main
